,Rank,Name of movie,Year of release,Watchtime,Movie Rating,Metascore,Votes,Gross collection,Description,Director,URL,Movie_Rating_bin,metascore_bin,watchtime_bin,Cast1,Cast2,Cast3,Cast4,Adventure,Music,Action,Fantasy,Thriller,War,Biography,Mystery,Comedy,Sport,Horror,Film-Noir,Romance,Family,Musical,Western,Sci-Fi,Drama,Crime,History,Animation,watchtime_minmax,gross_minmax,watchtime_standard,gross_standard
258,259,The Best Years of Our Lives,1946-01-01,170,8.1,93.0,"66,663",23.65,three world war ii veteran two traumatized disabled return home american midwest discover family irreparably changed,William Wyler,https://www.imdb.com/title/tt0036868/,excellent,excellent,long,['Myrna Loy', 'Dana Andrews', 'Fredric March', 'Teresa Wright'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.45289855072463764,0.027540891933454492,1.2702266254369963,-0.45596846684038106
259,260,Barry Lyndon,1975-01-01,185,8.1,89.0,"172,621",189.0,irish rogue win heart rich widow assumes dead husband aristocratic position 18thcentury england,Stanley Kubrick,https://www.imdb.com/title/tt0072684/,excellent,excellent,long,"[""Ryan O'Neal""", 'Marisa Berenson', 'Patrick Magee', 'Hardy Krüger'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5072463768115942,0.22017568386224895,1.754971941204435,0.8875274771045276
260,261,Relatos salvajes,2014-01-01,122,8.1,77.0,"203,748",3.11,six short story explore extremity human behavior involving people distress,Damián Szifron,https://www.imdb.com/title/tt3011894/,excellent,very good,long,['Darío Grandinetti', 'María Marull', 'Mónica Villa', 'Diego Starosta'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.27898550724637683,0.0036115382823057925,-0.280958385018807,-0.6228593449088928
261,262,Hachi: A Dog's Tale,2009-01-01,93,8.1,83.0,"292,888",232.0,college professor bond abandoned dog take home,Lasse Hallström,https://www.imdb.com/title/tt1028532/,excellent,excellent,medium,['Richard Gere', 'Joan Allen', 'Cary-Hiroyuki Tagawa', 'Sarah Roemer'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17391304347826086,0.2702712148748777,-1.2181326621691881,1.23690954901037
262,263,Network,1976-01-01,121,8.1,83.0,"162,609",220.0,television network cynically exploit deranged former anchor raving revelation news medium profit find message may difficult control,Sidney Lumet,https://www.imdb.com/title/tt0074958/,excellent,excellent,long,['Faye Dunaway', 'William Holden', 'Peter Finch', 'Robert Duvall'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2753623188405797,0.2562910666853069,-0.3132747394033029,1.1394075754552513
263,264,Koe no katachi,2016-01-01,130,8.1,78.0,"87,743",30.255,young man ostracized classmate bully deaf girl point move away year later set path redemption,Naoko Yamada,https://www.imdb.com/title/tt5323662/,excellent,very good,long,['Miyu Irino', 'Saori Hayami', 'Aoi Yûki', 'Kenshô Ono'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3079710144927536,0.035235798499464094,-0.02242754994283978,-0.4023017555627511
264,265,Before Sunset,2004-01-01,80,8.1,90.0,"271,855",5.82,nine year jesse celine first met encounter french leg jesses book tour,Richard Linklater,https://www.imdb.com/title/tt0381681/,excellent,excellent,short,['Ethan Hawke', 'Julie Delpy', 'Vernon Dobtcheff', 'Louise Lemoine Torrès'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.12681159420289856,0.006768721748450533,-1.6382452691676348,-0.6008401492143619
265,266,"Paris, Texas",1984-01-01,145,8.1,81.0,"109,790",2.18,travis henderson aimless drifter missing four year wanders desert must reconnect society life family,Wim Wenders,https://www.imdb.com/title/tt0087884/,excellent,excellent,long,['Harry Dean Stanton', 'Nastassja Kinski', 'Dean Stockwell', 'Sam Berry'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.36231884057971014,0.002528076797614055,0.46231776582459877,-0.6304157478594145
266,267,Det sjunde inseglet,1957-01-01,96,8.1,88.0,"188,890",201.0,knight returning sweden crusade seek answer life death existence god play chess grim reaper black plague,Ingmar Bergman,https://www.imdb.com/title/tt0050976/,excellent,excellent,medium,['Max von Sydow', 'Gunnar Björnstrand', 'Bengt Ekerot', 'Nils Poppe'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.18478260869565216,0.23415583205181975,-1.1211835990157004,0.9850294506596464
267,268,All Quiet on the Western Front,1930-01-01,152,8.1,91.0,"65,210",3.27,german youth eagerly enters world war enthusiasm wane get firsthand view horror,Lewis Milestone,https://www.imdb.com/title/tt0020629/,excellent,excellent,long,['Lew Ayres', 'Louis Wolheim', 'John Wray', 'Arnold Lucy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.38768115942028986,0.0037979402581667368,0.68853224651607,-0.6215593185948246
268,269,The Iron Giant,1999-01-01,86,8.1,85.0,"206,805",23.16,young boy befriends giant robot outer space paranoid government agent want destroy,Brad Bird,https://www.imdb.com/title/tt0129167/,excellent,excellent,short,['Eli Marienthal', 'Harry Connick Jr.', 'Jennifer Aniston', 'Vin Diesel'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.14855072463768115,0.026970035882380353,-1.4443471428606596,-0.4599497974272151
269,270,Hotel Rwanda,2004-01-01,121,8.1,79.0,"360,671",23.53,paul rusesabagina hotel manager house thousand tutsi refugee struggle hutu militia rwanda africa,Terry George,https://www.imdb.com/title/tt0395169/,excellent,very good,long,['Don Cheadle', 'Sophie Okonedo', 'Joaquin Phoenix', 'Xolani Mali'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2753623188405797,0.02740109045155879,-0.3132747394033029,-0.45694348657593226
270,271,Amores perros,2000-01-01,154,8.1,83.0,"244,496",5.38,horrific car accident connects three story involving character dealing loss regret life harsh reality name love,Alejandro G. Iñárritu,https://www.imdb.com/title/tt0245712/,excellent,excellent,long,['Emilio Echevarría', 'Gael García Bernal', 'Goya Toledo', 'Álvaro Guerrero'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3949275362318841,0.0062561163148329366,0.7531649552850619,-0.6044152215780496
271,272,In the Name of the Father,1993-01-01,133,8.1,84.0,"178,992",25.01,man coerced confession ira bombing commit result imprisonment father well english lawyer fight free,Jim Sheridan,https://www.imdb.com/title/tt0107207/,excellent,excellent,long,['Daniel Day-Lewis', 'Pete Postlethwaite', 'Alison Crosbie', 'Philip King'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31884057971014496,0.02912530872827252,0.07452151321064793,-0.44491824317080086
272,273,The Man Who Shot Liberty Valance,1962-01-01,123,8.1,94.0,"78,528",30.255,senator return western town funeral old friend tell story origin,John Ford,https://www.imdb.com/title/tt0056217/,excellent,excellent,long,['James Stewart', 'John Wayne', 'Vera Miles', 'Lee Marvin'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2826086956521739,0.035235798499464094,-0.2486420306343111,-0.4023017555627511
273,274,The Third Man,1949-01-01,104,8.1,97.0,"174,671",0.45,pulp novelist holly martin travel shadowy postwar vienna find investigating mysterious death old friend harry lime,Carol Reed,https://www.imdb.com/title/tt0041959/,excellent,excellent,medium,['Orson Welles', 'Joseph Cotten', 'Alida Valli', 'Trevor Howard'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.213768115942029,0.0005126054336175964,-0.8626527639397332,-0.6444722823802775
274,275,Rebecca,1940-01-01,130,8.1,86.0,"140,160",4.36,selfconscious woman juggle adjusting new role aristocrat wife avoiding intimidated first wife spectral presence,Alfred Hitchcock,https://www.imdb.com/title/tt0032976/,excellent,excellent,long,['Laurence Olivier', 'Joan Fontaine', 'George Sanders', 'Judith Anderson'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3079710144927536,0.005067803718719418,-0.02242754994283978,-0.6127028893302346
275,276,On the Waterfront,1954-01-01,108,8.1,91.0,"157,877",9.6,exprize fighter turned new jersey longshoreman struggle stand corrupt union boss including older brother start connect grieving sister one syndicate victim,Elia Kazan,https://www.imdb.com/title/tt0047296/,excellent,excellent,medium,['Marlon Brando', 'Karl Malden', 'Lee J. Cobb', 'Rod Steiger'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2282608695652174,0.011172468428165338,-0.7333873464017496,-0.5701270275444994
276,277,Persona,1966-01-01,85,8.1,86.0,"122,726",244.0,nurse put charge mute actress find persona melding together,Ingmar Bergman,https://www.imdb.com/title/tt0060827/,excellent,excellent,short,['Bibi Andersson', 'Liv Ullmann', 'Margaretha Krook', 'Gunnar Björnstrand'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.14492753623188404,0.2842513630644485,-1.4766634972451553,1.3344115225654891
277,278,"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",1997-01-01,87,8.1,83.0,"57,871",30.255,concurrent theatrical ending tv series shin seiki evangerion 1995,"Directors:Hideaki Anno, Kazuya Tsurumaki",https://www.imdb.com/title/tt0169858/,excellent,excellent,short,['Megumi Ogata', 'Megumi Hayashibara', 'Yûko Miyamura', 'Kotono Mitsuishi'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.15217391304347827,0.035235798499464094,-1.4120307884761636,-0.4023017555627511
278,279,Festen,1998-01-01,105,8.1,82.0,"89,501",1.65,helges 60th birthday party unpleasant family truth revealed,Thomas Vinterberg,https://www.imdb.com/title/tt0154420/,excellent,excellent,medium,['Ulrich Thomsen', 'Henning Moritzen', 'Thomas Bo Larsen', 'Paprika Steen'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2173913043478261,0.0019106202525746773,-0.8303364095552374,-0.6347220850247656
279,280,Mary and Max.,2009-01-01,92,8.1,83.0,"180,089",200.0,tale friendship two unlikely pen pal mary lonely eightyearold girl living suburb melbourne max fortyfouryear old severely obese man living new york,Adam Elliot,https://www.imdb.com/title/tt0978762/,excellent,excellent,medium,['Toni Collette', 'Philip Seymour Hoffman', 'Eric Bana', 'Barry Humphries'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.17028985507246375,0.23299081970268887,-1.2504490165536841,0.9769042861967199
280,281,Les quatre cents coups,1959-01-01,99,8.1,83.0,"121,360",241.0,young boy left without attention delf life petty crime,François Truffaut,https://www.imdb.com/title/tt0053198/,excellent,excellent,medium,['Jean-Pierre Léaud', 'Albert Rémy', 'Claire Maurier', 'Guy Decomble'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.19565217391304346,0.2807563260170558,-1.0242345358622127,1.3100360291767092
281,282,It Happened One Night,1934-01-01,105,8.1,87.0,"106,686",4.36,renegade reporter trailing young runaway heiress big story join bus heading florida new york end stuck bus leaf behind one stop,Frank Capra,https://www.imdb.com/title/tt0025316/,excellent,excellent,medium,['Clark Gable', 'Claudette Colbert', 'Walter Connolly', 'Roscoe Karns'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2173913043478261,0.005067803718719418,-0.8303364095552374,-0.6127028893302346
282,283,The Grapes of Wrath,1940-01-01,129,8.1,96.0,"95,642",0.06,oklahoma family driven farm poverty hopelessness dust bowl join westward migration california suffering misfortune homeless great depression,John Ford,https://www.imdb.com/title/tt0032551/,excellent,excellent,long,['Henry Fonda', 'Jane Darwell', 'John Carradine', 'Charley Grapewin'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.30434782608695654,5.825061745654504e-05,-0.05474390432733568,-0.6476410965208189
283,284,The Message,1976-01-01,177,8.1,83.0,"48,801",30.255,epic historical drama chronicle life time prophet muhammad serf introduction early islamic history,Moustapha Akkad,https://www.imdb.com/title/tt0074896/,excellent,excellent,long,['Anthony Quinn', 'Irene Papas', 'Michael Ansara', 'Johnny Sekka'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47826086956521735,0.035235798499464094,1.4964411061284677,-0.4023017555627511
284,285,Trois couleurs: Rouge,1994-01-01,99,8.1,100.0,"105,783",4.04,model discovers retired judge keen invading people privacy,Krzysztof Kieslowski,https://www.imdb.com/title/tt0111495/,excellent,excellent,medium,['Irène Jacob', 'Jean-Louis Trintignant', 'Frédérique Feder', 'Jean-Pierre Lorit'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.19565217391304346,0.00469499976699753,-1.0242345358622127,-0.6153029419583711
285,286,Yi yi,2000-01-01,173,8.1,94.0,"25,953",1.14,member middleclass taipei family seek reconcile past present relationship within daily life,Edward Yang,https://www.imdb.com/title/tt0244316/,excellent,excellent,long,['Nien-Jen Wu', 'Elaine Jin', 'Issei Ogata', 'Kelly Lee'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.463768115942029,0.001316463954517918,1.367175688590484,-0.6388659189008582
286,287,Ba wang bie ji,1993-01-01,171,8.1,83.0,"30,580",5.22,two boy meet opera training school peking 1924 resulting friendship span nearly 70 year endure troublesome time china history,Kaige Chen,https://www.imdb.com/title/tt0106332/,excellent,excellent,long,['Leslie Cheung', 'Fengyi Zhang', 'Gong Li', 'You Ge'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.45652173913043476,0.006069714338971992,1.3025429798214923,-0.6057152478921178
287,288,Paper Moon,1973-01-01,102,8.1,77.0,"49,380",30.93,great depression con man find saddled young girl may may daughter two forge unlikely partnership,Peter Bogdanovich,https://www.imdb.com/title/tt0070510/,excellent,very good,medium,"[""Ryan O'Neal"""," ""Tatum O'Neal""", 'Madeline Kahn', 'John Hillerman'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2065217391304348,0.036022181835127454,-0.9272854727087251,-0.39681726955027563
288,289,PK,2014-01-01,153,8.1,83.0,"192,110",10.62,alien earth loses device use communicate spaceship innocent nature childlike question force country evaluate impact religious view people,Rajkumar Hirani,https://www.imdb.com/title/tt2338151/,excellent,excellent,long,['Aamir Khan', 'Anushka Sharma', 'Sanjay Dutt', 'Boman Irani'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.391304347826087,0.012360781024278856,0.720848600900566,-0.5618393597923143
289,290,The Red Shoes,1948-01-01,135,8.1,83.0,"36,573",10.9,young ballet dancer torn man love pursuit become prima ballerina,"Directors:Michael Powell, Emeric Pressburger",https://www.imdb.com/title/tt0040725/,excellent,excellent,long,['Anton Walbrook', 'Marius Goring', 'Moira Shearer', 'Robert Helpmann'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.32608695652173914,0.01268698448203551,0.13915422197963973,-0.5595643137426948
290,291,Smultronstället,1957-01-01,91,8.1,88.0,"109,454",187.0,living life marked coldness aging professor forced confront emptiness existence,Ingmar Bergman,https://www.imdb.com/title/tt0050986/,excellent,excellent,medium,['Victor Sjöström', 'Bibi Andersson', 'Ingrid Thulin', 'Gunnar Björnstrand'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.16666666666666669,0.21784565916398715,-1.2827653709381799,0.8712771481786744
291,292,Underground,1995-01-01,170,8.1,79.0,"59,451",0.17,group serbian socialist prepares war surreal underground filled party tragedy love hate,Emir Kusturica,https://www.imdb.com/title/tt0114787/,excellent,very good,long,"[""Predrag 'Miki' Manojlovic""", 'Lazar Ristovski', 'Mirjana Jokovic', 'Slavko Stimac'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.45289855072463764,0.00018640197586094413,1.2702266254369963,-0.6467473284298969
292,293,Sunrise: A Song of Two Humans,1927-01-01,94,8.1,95.0,"52,142",0.54,sophisticated city woman seduces farmer convinces murder wife join city end rekindling romance wife change mind last moment,F.W. Murnau,https://www.imdb.com/title/tt0018455/,excellent,excellent,medium,"[""George O'Brien""", 'Janet Gaynor', 'Margaret Livingston', 'Bodil Rosing'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.17753623188405798,0.0006174565450393775,-1.1858163077846922,-0.6437410175786141
293,294,Andrei Rublev,1966-01-01,205,8.1,83.0,"54,938",0.1,life time affliction fifteenthcentury russian iconographer st andrei rublev,Andrei Tarkovsky,https://www.imdb.com/title/tt0060107/,excellent,excellent,long,['Anatoliy Solonitsyn', 'Ivan Lapikov', 'Nikolay Grinko', 'Nikolay Sergeev'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5797101449275361,0.00010485111142178108,2.401299028894353,-0.6473160899423018
294,295,Fanny och Alexander,1982-01-01,188,8.1,100.0,"65,238",4.97,two young swedish child 1900s experience many comedy tragedy lively affectionate theatrical family ekdahls,Ingmar Bergman,https://www.imdb.com/title/tt0083922/,excellent,excellent,long,['Bertil Guve', 'Pernilla Allwin', 'Kristina Adolphson', 'Börje Ahlstedt'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5181159420289856,0.005778461251689268,1.8519210043579226,-0.6077465390078495
295,296,Inherit the Wind,1960-01-01,128,8.1,75.0,"31,246",30.255,based reallife case 1925 two great lawyer argue case tennessee science teacher accused crime teaching evolution,Stanley Kramer,https://www.imdb.com/title/tt0053946/,excellent,very good,long,['Spencer Tracy', 'Fredric March', 'Gene Kelly', 'Dick York'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3007246376811594,0.035235798499464094,-0.08706025871183158,-0.4023017555627511
296,297,Mr. Smith Goes to Washington,1939-01-01,129,8.1,73.0,"117,175",9.6,naive youth leader appointed fill vacancy u senate idealistic plan promptly collide corruption home subterfuge hero washington try forge ahead despite attack character,Frank Capra,https://www.imdb.com/title/tt0031679/,excellent,very good,long,['James Stewart', 'Jean Arthur', 'Claude Rains', 'Edward Arnold'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.30434782608695654,0.011172468428165338,-0.05474390432733568,-0.5701270275444994
297,298,Bajrangi Bhaijaan,2015-01-01,163,8.1,83.0,"91,243",8.18,indian man magnanimous heart take young mute pakistani girl back homeland reunite family,"Directors:Kabir Khan, Mehmet Tutkun",https://www.imdb.com/title/tt3863552/,excellent,excellent,long,['Salman Khan', 'Harshaali Malhotra', 'Nawazuddin Siddiqui', 'Kareena Kapoor'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4275362318840579,0.00951815089239946,1.044012144745525,-0.581664761081855
298,299,A Woman Under the Influence,1974-01-01,155,8.1,88.0,"26,512",13.34,although wife mother mabel loved husband nick mental illness place strain marriage,John Cassavetes,https://www.imdb.com/title/tt0072417/,excellent,excellent,long,['Gena Rowlands', 'Peter Falk', 'Fred Draper', 'Lady Rowlands'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3985507246376812,0.015529614613914907,0.7854813096695578,-0.539738912453154
299,300,La battaglia di Algeri,1966-01-01,121,8.1,96.0,"62,012",0.06,1950s fear violence escalate people algiers fight independence french government,Gillo Pontecorvo,https://www.imdb.com/title/tt0058946/,excellent,excellent,long,['Brahim Hadjadj', 'Jean Martin', 'Yacef Saadi', 'Samia Kerbash'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2753623188405797,5.825061745654504e-05,-0.3132747394033029,-0.6476410965208189
300,301,Ôkami kodomo no Ame to Yuki,2012-01-01,117,8.1,71.0,"46,542",30.255,werewolf lover unexpectedly dy accident hunting food child young woman must find way raise werewolf son daughter keeping trait hidden society,Mamoru Hosoda,https://www.imdb.com/title/tt2140203/,excellent,very good,medium,['Aoi Miyazaki', 'Takao Osawa', 'Haru Kuroki', 'Yukito Nishii'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2608695652173913,0.035235798499464094,-0.4425401569412865,-0.4023017555627511
301,302,Kakushi-toride no san-akunin,1958-01-01,139,8.1,89.0,"40,238",30.255,lured gold two greedy peasant unknowingly escort princess general across enemy line,Akira Kurosawa,https://www.imdb.com/title/tt0051808/,excellent,excellent,long,['Toshirô Mifune', 'Misa Uehara', 'Minoru Chiaki', 'Kamatari Fujiwara'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34057971014492755,0.035235798499464094,0.2684196395176233,-0.4023017555627511
302,303,Lagaan: Once Upon a Time in India,2001-01-01,224,8.1,84.0,"116,532",0.07,people small village victorian india stake future game cricket ruthless british ruler,Ashutosh Gowariker,https://www.imdb.com/title/tt0169102/,excellent,excellent,long,['Aamir Khan', 'Raghuvir Yadav', 'Gracy Singh', 'Rachel Shelley'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6485507246376812,6.990074094785406e-05,3.015309762199775,-0.6475598448761897
303,304,Kis Uykusu,2014-01-01,196,8.1,88.0,"52,866",0.17,hotel owner landlord remote turkish village deal conflict within family tenant behind rent,Nuri Bilge Ceylan,https://www.imdb.com/title/tt2758880/,excellent,excellent,long,['Haluk Bilginer', 'Melisa Sözen', 'Demet Akbag', 'Ayberk Pekcan'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5471014492753623,0.00018640197586094413,2.11045183943389,-0.6467473284298969
304,305,Kumonosu-jô,1957-01-01,110,8.1,83.0,"53,572",30.255,warhardened general egged ambitious wife work fulfill prophecy would become lord spider web castle,Akira Kurosawa,https://www.imdb.com/title/tt0050613/,excellent,excellent,medium,['Toshirô Mifune', 'Minoru Chiaki', 'Isuzu Yamada', 'Takashi Shimura'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23550724637681159,0.035235798499464094,-0.6687546376327578,-0.4023017555627511
305,306,The General,1926-01-01,67,8.1,83.0,"93,409",1.03,rejected confederate military realizing due crucial civilian role engineer must singlehandedly recapture beloved locomotive seized union spy return enemy line,"Directors:Clyde Bruckman, Buster Keaton",https://www.imdb.com/title/tt0017925/,excellent,excellent,short,['Buster Keaton', 'Marion Mack', 'Glen Cavender', 'Jim Farley'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07971014492753623,0.001188312596113519,-2.0583578761660815,-0.6397596869917801
306,307,Les diaboliques,1955-01-01,117,8.1,83.0,"67,144",1.09,wife mistress loathed school principal plan murder believe perfect alibi,Henri-Georges Clouzot,https://www.imdb.com/title/tt0046911/,excellent,excellent,medium,['Simone Signoret', 'Véra Clouzot', 'Paul Meurisse', 'Charles Vanel'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2608695652173913,0.001258213337061373,-0.4425401569412865,-0.6392721771240045
307,308,Höstsonaten,1978-01-01,99,8.1,83.0,"35,631",30.255,devoted wife visited mother successful concert pianist little time young,Ingmar Bergman,https://www.imdb.com/title/tt0077711/,excellent,excellent,medium,['Ingrid Bergman', 'Liv Ullmann', 'Lena Nyman', 'Halvar Björk'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.19565217391304346,0.035235798499464094,-1.0242345358622127,-0.4023017555627511
308,309,Jean de Florette,1986-01-01,120,8.1,83.0,"26,553",4.94,greedy landowner backward nephew conspire block water source adjoining property order bankrupt owner force sell,Claude Berri,https://www.imdb.com/title/tt0091288/,excellent,excellent,medium,['Yves Montand', 'Gérard Depardieu', 'Daniel Auteuil', 'Elisabeth Depardieu'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2717391304347826,0.005743510881215341,-0.3455910937877988,-0.6079902939417372
309,310,Masaan,2015-01-01,109,8.1,83.0,"29,092",30.255,along india ganges river four people face prejudice strict moral code punishing caste system confront personal tragedy,Neeraj Ghaywan,https://www.imdb.com/title/tt4635372/,excellent,excellent,medium,['Richa Chadha', 'Sanjay Mishra', 'Vicky Kaushal', 'Pankaj Tripathi'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23188405797101447,0.035235798499464094,-0.7010709920172538,-0.4023017555627511
310,311,White Heat,1949-01-01,114,8.1,83.0,"34,085",30.255,psychopathic criminal mother complex make daring break prison lead old gang chemical plant payroll heist,Raoul Walsh,https://www.imdb.com/title/tt0042041/,excellent,excellent,medium,['James Cagney', 'Virginia Mayo'," ""Edmond O'Brien""", 'Margaret Wycherly'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.035235798499464094,-0.5394892200947742,-0.4023017555627511
311,312,Le notti di Cabiria,1957-01-01,110,8.1,83.0,"50,183",0.75,waifish prostitute wanders street rome looking true love find heartbreak,Federico Fellini,https://www.imdb.com/title/tt0050783/,excellent,excellent,medium,['Giulietta Masina', 'François Périer', 'Franca Marzi', 'Dorian Gray'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.23550724637681159,0.0008621091383568667,-0.6687546376327578,-0.6420347330413996
312,313,Hera Pheri,2000-01-01,156,8.1,83.0,"69,052",30.255,three unemployed men look answer money problem opportunity arrives know,Priyadarshan,https://www.imdb.com/title/tt0242519/,excellent,excellent,long,['Akshay Kumar', 'Suniel Shetty', 'Paresh Rawal', 'Tabu'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4021739130434782,0.035235798499464094,0.8177976640540536,-0.4023017555627511
313,314,Da hong denglong gaogao gua,1991-01-01,125,8.1,83.0,"33,763",2.6,young woman becomes fourth wife wealthy lord must learn live strict rule tension within household,Yimou Zhang,https://www.imdb.com/title/tt0101640/,excellent,excellent,long,['Gong Li', 'Jingwu Ma', 'Saifei He', 'Cuifen Cao'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2898550724637681,0.0030173819842490334,-0.1840093218653193,-0.6270031787849855
314,315,Ace in the Hole,1951-01-01,111,8.1,72.0,"37,224",3.97,frustrated former bigcity journalist stuck working albuquerque newspaper exploit story man trapped cave rekindle career situation quickly escalates outofcontrol circus,Billy Wilder,https://www.imdb.com/title/tt0043338/,excellent,very good,medium,['Kirk Douglas', 'Jan Sterling', 'Robert Arthur', 'Porter Hall'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2391304347826087,0.0046134489025583675,-0.6364382832482619,-0.615871703470776
315,316,The Gold Rush,1925-01-01,95,8.1,83.0,"113,367",5.45,prospector go klondike 1890s gold rush hope making fortune smitten girl see dance hall,Charles Chaplin,https://www.imdb.com/title/tt0015864/,excellent,excellent,medium,['Charles Chaplin', 'Mack Swain', 'Tom Murray', 'Henry Bergman'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1811594202898551,0.006337667179272101,-1.1534999534001964,-0.6038464600656447
316,317,Dil Chahta Hai,2001-01-01,183,8.1,83.0,"73,544",0.3,three inseparable childhood friend college nothing come fall love wildly different approach relationship creates tension,Farhan Akhtar,https://www.imdb.com/title/tt0292490/,excellent,excellent,long,['Aamir Khan', 'Saif Ali Khan', 'Akshaye Khanna', 'Preity G Zinta'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0003378535812479612,1.690339232435443,-0.6456910570497165
